status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
5281959998_10151461701314999,"Weâ€™re at the Sundance Film Festival with the singer Joan Jett, who is the subject of the documentary ""Bad Reputation."" Leave your questions for her in the comments, and NYT journalist Mekado Murphy will ask some.",Joan Jett at Sundance,video,https://www.facebook.com/nytimes/videos/10151461701314999/,1/21/18 20:44,4792,2170,1339,2446,2271,41,16,4,11,3
5281959998_10151461493884999,Kauai is a lush island with just the right mix of amenities and untamed beauty.,"36 Hours in Kauai, Hawaii",link,https://www.nytimes.com/interactive/2017/11/09/travel/what-to-do-36-hours-in-kauai-hawaii.html?smid=fb-nytimes&smtyp=cur,1/21/18 17:25,2990,431,365,2526,435,16,4,2,2,5
5281959998_10151461507174999,"Last week Facebook said it was testing a product, called Watch Party, that will allow groups to watch non-live videos together.","As Facebook Changes Its Feed, Advertisers See Video Ambitions",link,https://www.nytimes.com/2018/01/21/business/media/facebook-video-advertising.html?smid=fb-nytimes&smtyp=cur,1/21/18 16:55,153,29,35,127,11,3,3,0,9,0
5281959998_10151461472079999,President Trump's stance on the Israeli-Palestinian conflict is rooted in America's own culture wars.,Trumpâ€™s Hard-Line Israel Position Exports U.S. Culture War Abroad,link,https://www.nytimes.com/2018/01/21/world/middleeast/trump-israel-us-conservatives.html?smid=fb-nytimes&smtyp=cur,1/21/18 14:55,300,63,64,156,10,2,2,26,103,1
5281959998_10151459221839999,"A campaign urges Americans to document their end-of-life wishes, specifically to plan for medical care in the event of dementia.",One Day Your Mind May Fade. At Least Youâ€™ll Have a Plan.,link,https://www.nytimes.com/2018/01/19/health/dementia-advance-directive.html?smid=fb-nytimes&smtyp=cur,1/21/18 8:55,2188,49,1209,1922,124,22,1,116,0,3
5281959998_10151455182709999,"People say yes because they are honored and excited, without realizing what is really expected.",So Youâ€™ve Been Asked to Be a Bridesmaid. Now What?,link,https://www.nytimes.com/2018/01/16/smarter-living/bridesmaid-how-to.html?smid=fb-nytimes&smtyp=cur,1/21/18 5:25,229,88,48,189,14,4,20,0,0,2
5281959998_10151457678999999,â€œWe are not going to medicate our way out of these kinds of human rights abuses.â€ù,"Given Medicine, the Patients Got Better. They Remained in Shackles Anyway.",link,https://www.nytimes.com/2018/01/17/health/mental-disorders-chains-west-africa.html?smid=fb-nytimes&smtyp=cur,1/21/18 1:25,346,14,54,151,5,10,1,120,58,1
5281959998_10151456347564999,Formidable tail weaponry is nearly absent in living animals. Scientists have an explanation for what happened to the clubbed tails of the ankylosaurus or the spikes on a stegosaurus.,Where Did Animals With Tail Weapons Go? Hereâ€™s a Back Story,link,https://www.nytimes.com/2018/01/16/science/tails-weapons-dinosaurs.html?smid=fb-nytimes&smtyp=cur,1/21/18 0:25,580,69,109,524,29,18,5,2,0,2
5281959998_10151457719464999,Virtual reality centers allow anyone to walk in off the street and experience a technology that seems to be finally entering the mainstream.,"They Have Seen the Future, and Itâ€™s Wasting Zombies at the Arcade",link,https://www.nytimes.com/2018/01/17/nyregion/virtual-reality-arcades-in-new-york-city.html?smid=fb-nytimes&smtyp=cur,1/20/18 22:55,184,21,25,161,13,6,2,1,0,1
5281959998_10151457692209999,"This is for one of those dark nights when all anyone wants to do is stand around the stove, waiting to eat.",Settle In for Winter With This Sausage Risotto,link,https://www.nytimes.com/2018/01/18/magazine/winter-cheesey-risotto-sausage.html?smid=fb-nytimes&smtyp=cur,1/20/18 22:25,370,28,54,336,24,7,1,0,0,2
5281959998_10151460659864999,"Weâ€™re at the @Sundance Film Festival with the actress ChloÃ« Sevigny, whoâ€™s starring as Lizzie Borden in the film â€œLizzie.â€ù Please leave your questions for her in the comments, and The New York Times journalist Mekado Murphy will ask some.",Live From Sundance With ChloÃ« Sevigny,video,https://www.facebook.com/nytimes/videos/10151460659864999/,1/20/18 19:06,529,160,45,415,98,8,3,4,0,1
5281959998_10151460554164999,"Economic activity typically snaps back soon after a shutdown ends, but not before the partial stoppage damages growth.","The Longer It Lasts, the More a Shutdown Could Hurt the Economy",link,https://www.nytimes.com/2018/01/20/us/politics/economy-government-shutdown.html?src=twr%3Fsmid%3Dfb-nytimes&smtyp=cur,1/20/18 18:55,357,120,66,210,6,6,17,44,70,4
5281959998_1970074896543356,"A year after millions of women protested the inauguration of Donald J. Trump, marchers are gathering again across the world this weekend.Read more: http://nyti.ms/2F1jEol",Womenâ€™s March 2.0,video,https://www.facebook.com/nytimes/videos/1970074896543356/,1/20/18 18:40,26507,554,2387,21627,4554,190,82,9,26,19
5281959998_10151457712759999,"For many, â€œhorrorâ€ù is shorthand for cheap, unreal, bad. The genre has garnered more critical respect today, but the tradition of dismissing it remains alive.",Why Are We Ashamed to Call â€˜Get Outâ€™ and â€˜The Shape of Waterâ€™ Horror Films?,link,https://www.nytimes.com/2018/01/18/movies/get-out-the-shape-of-water-horror-oscars.html?smid=fb-nytimes&smtyp=cur,1/20/18 18:25,678,140,142,613,41,5,3,10,1,5
5281959998_10151460439764999,"""The fewer the brown faces in a society, the bigger the burden each one must shoulder to show up for those who resemble them.""",Race/Related: Iâ€™m Torn Over Claims Against Aziz Ansari,link,https://www.nytimes.com/newsletters/2018/01/20/race-related?smid=fb-nytimes&smtyp=cur,1/20/18 16:55,1275,299,101,1093,22,11,72,65,7,5
5281959998_10151460481294999,"We're at the @Sundance Film Festival with @NickOffermanOfficial, who lends a voice to the animated film â€œWhite Fangâ€ù and also stars in the closing night film â€œHearts Beat Loud.â€ù Please leave your questions for him in the comments, and The New York Times journalist Mekado Murphy will ask some.",Live From Sundance With Nick Offerman,video,https://www.facebook.com/nytimes/videos/10151460481294999/,1/20/18 15:41,485,145,32,397,79,2,5,0,2,0
5281959998_10151460444164999,"Weâ€™re at the @Sundance Film Festival with the actor Jim Parsons, whoâ€™s starring in the film â€œA Kid Like Jake.â€ù Please leave your questions for him in the comments, and The New York Times journalist Mekado Murphy will ask some.",Live From Sundance With Jim Parsons,video,https://www.facebook.com/nytimes/videos/10151460444164999/,1/20/18 15:16,1500,526,112,979,481,22,13,3,1,1
5281959998_10151460395599999,"Breaking News: Patrick Meehan, a congressman on a panel that examines harassment charges in the House, used public funds to settle his own misconduct case.","Patrick Meehan, Congressman Combating Harassment, Settled His Own Misconduct Case",link,https://www.nytimes.com/2018/01/20/us/politics/patrick-meehan-sexual-harassment.html?smid=fb-nytimes&smtyp=cur,1/20/18 14:19,7008,429,1529,1178,19,1071,272,130,4333,5
5281959998_10151460289719999,"Donald J. Trump's Twitter burst came on a morning when he had planned to be in Palm Beach, with a party at Mar-a-Lago, which guests have paid $100,000 per couple to attend. Instead, his schedule was blank.",Trump Accuses Democrats of Playing â€˜Shutdown Politicsâ€™ on Anniversary,link,https://www.nytimes.com/2018/01/20/us/politics/trump-shutdown.html?smid=fb-nytimes&smtyp=cur,1/20/18 13:25,5896,1260,397,1310,58,104,3611,61,747,5
5281959998_10151459212004999,"""I assumed she saw me as I saw myself: a considerate and attentive houseguest.Instead, she saw me as a naughty one.""",Surviving a Bad Airbnb Review,link,https://www.nytimes.com/2018/01/19/realestate/surviving-a-bad-airbnb-review.html?smid=fb-nytimes&smtyp=cur,1/20/18 4:25,559,137,46,484,13,8,50,2,2,0
5281959998_10151459824359999,"Michigan State University's president Lou Anna Simon is under fire over how much she knew about the abuses by Dr. Larry Nassar, who is accused of molesting scores of female athletes.",Calls Grow for Michigan State University President to Resign Over Nassar Case,link,https://www.nytimes.com/2018/01/19/us/michigan-state-nassar.html?smid=fb-nytimes&smtyp=cur,1/20/18 0:25,1313,124,117,992,23,60,3,18,214,3
5281959998_10151459845159999,"Breaking News: The U.S. government has officially shut down. Lawmakers are now scrambling for a quick deal to reopen it and buy them more time to negotiate.Latest updates here: http://nyti.ms/2mXCEgK",,status,,1/20/18 0:05,7632,747,2023,4186,80,1054,429,212,1666,5
5281959998_10151459689219999,Why not explore the shadowy corners of Netflix?,The Hidden Gems of 2017 Movies Are on ... Netflix?,link,https://www.nytimes.com/2018/01/19/movies/hidden-gems-2017-movies-netflix.html?smid=fb-nytimes&smtyp=cur,1/19/18 21:55,561,26,199,532,19,3,5,1,0,1
5281959998_1969644669919712,"Aly Raisman: ""Larry, you do realize now that we â€” this group of women you so heartlessly abused over such a long period of time â€” are now a force, and you are nothing.""",Gymnasts Confront Larry Nassar Over Sexual Abuse,video,https://www.facebook.com/nytimes/videos/1969644669919712/,1/19/18 21:25,18589,479,1920,13363,1978,160,11,2646,426,5
5281959998_10151459630564999,"The final Boeing 747 flight by any commercial U.S. airline took to the sky recently, with some tears and farewells. But a new life for the plane beckons.",The 747 Had a Great Run. But Farewell Doesnâ€™t Mean the End.,link,https://www.nytimes.com/2018/01/19/business/747-airlines-final-flight.html?smid=fb-nytimes&smtyp=cur,1/19/18 20:25,660,51,107,554,18,14,0,72,1,1
5281959998_10151459541129999,"The MTA plans to spend close to $4 billion to buy hundreds of new subway trains, a major investment to modernize its aging fleet.",New York Set to Acquire the Next Generation of Subway Cars,link,https://www.nytimes.com/2018/01/19/nyregion/subway-trains-kawasaki-transportation.html?smid=fb-nytimes&smtyp=cur,1/19/18 19:25,1027,45,76,909,80,26,7,0,4,1
5281959998_10151459566549999,"Seeing her thrown to the ground, Pope Francis halted the procession, got out of his car and went to comfort the officer.",Francis Halts Popemobile to Comfort Policewoman Thrown by Horse,link,https://www.nytimes.com/2018/01/19/world/americas/pope-francis-chile-popemobile.html?smid=fb-nytimes&smtyp=cur,1/19/18 18:25,1596,94,107,1242,313,30,4,1,3,3
5281959998_10151459392704999,"""There is a meditative quality to being on a bicycle. You must focus on the chaos that seems to envelop you."" (via The New York Times - Modern Love).",The Bike That Saved My Life,link,https://www.nytimes.com/2018/01/19/style/modern-love-the-bike-that-saved-my-life.html?smid=fb-nytimes&smtyp=cur,1/19/18 17:25,812,45,170,673,124,3,5,0,0,7
5281959998_10151459458489999,"Donald J. Trump's comments may have horrified many Americans, but for Haitians in South Florida, they were yet another reminder of the stigma they have faced since they began arriving decades ago in large numbers.",â€˜Trumpâ€™s Racism Is a Rallying Cry for Usâ€™: Miami Haitians See Opportunity in an Insult,link,https://www.nytimes.com/2018/01/18/us/miami-haitians-trump.html?smid=fb-nytimes&smtyp=cur,1/19/18 15:55,713,109,59,502,40,11,5,140,11,4
5281959998_10151459442294999,"For 30 years, black travelers navigating Jim Crow laws relied ""The Negro Motorist Green Book"" to guide them to safe places. Derrick Adams conjures their experiences in art.",How an Artist Learned About Freedom From â€˜The Negro Motorist Green Bookâ€™,link,https://www.nytimes.com/2018/01/19/arts/design/how-an-artist-learned-about-freedom-from-the-negro-motorist-green-book.html?smid=fb-nytimes&smtyp=cur,1/19/18 15:25,454,17,82,356,38,45,1,12,0,2
5281959998_1969506799933499,"""The Wall is the Wall, it has never changed or evolved from the first day I conceived of it,â€ù Donald J. Trump tweeted. A review of his public statements suggests otherwise. Read more: http://nyti.ms/2DSxYQo",Trumpâ€™s Evolving Words on the Wall,video,https://www.facebook.com/nytimes/videos/1969506799933499/,1/19/18 13:40,1839,619,216,487,17,28,926,38,343,0
5281959998_10151459330084999,A timeline of how a partisan debate over immigration and spending contributed to a looming government shutdown.,How Washington Reached the Brink of a Shutdown,link,https://www.nytimes.com/2018/01/19/us/politics/timeline-daca-shutdown-trump.html?smid=fb-nytimes&smtyp=cur,1/19/18 12:25,314,131,45,187,10,10,10,16,79,2
5281959998_10151459300774999,"Mayor Bill de Blasio eased his opposition to congestion pricing for Manhattan drivers, calling a Cuomo proposal ""a step in the right direction.""","In Shift, Mayor Voices Openness to Congestion Pricing",link,https://www.nytimes.com/2018/01/19/nyregion/mayor-congestion-pricing-cuomo.html?smid=fb-nytimes&smtyp=cur,1/19/18 11:55,164,22,11,128,11,9,1,0,14,1
5281959998_1969439403273572,"What's next for #MeToo after the men in media spreadsheet? The woman who created it told us that ""a lot of hard work"" is ahead.",The Media Men Spreadsheet Was an â€˜Act of Real Solidarityâ€™,video,https://www.facebook.com/nytimes/videos/1969439403273572/,1/19/18 11:25,3016,166,641,2422,417,108,13,47,7,2
5281959998_10151459058499999,"""Would you ever skate to Funky Cold Medina?"" JerÃ© Longman asked Tonya Harding in 1991 after she landed the triple axel.","â€˜I, Figure Skating Reporterâ€™: Full Circle With Tonya Harding",link,https://www.nytimes.com/2018/01/18/insider/i-figure-skating-reporter-full-circle-with-tonya-harding.html?smid=fb-nytimes&smtyp=cur,1/19/18 11:10,118,17,7,93,5,1,13,1,3,2
5281959998_10151458984064999,President Donald J. Trump's views on the border wall have shifted repeatedly since he raised the idea nearly 4 years ago.,Trumpâ€™s Evolving Words on the Wall,link,https://www.nytimes.com/2018/01/18/us/politics/trump-border-wall-immigration.html?smid=fb-nytimes&smtyp=cur,1/19/18 8:55,248,121,37,111,5,11,85,7,27,2
5281959998_10151459109999999,Jimmy Kimmel used a favorite character to illustrate his point: the petulant barista.,Jimmy Kimmel Jumps Back Into the Health Care Debate,link,https://www.nytimes.com/2018/01/19/arts/television/jimmy-kimmel-chip-health-insurance.html?smid=fb-nytimes&smtyp=cur,1/19/18 8:41,388,29,28,337,32,2,12,2,1,2
5281959998_10151458565049999,Mick Mulvaney's latest tactic? Starve the Consumer Financial Protection Bureau of cash.,Consumer Watchdogâ€™s Latest Budget Request: $0,link,https://www.nytimes.com/2018/01/18/business/cfpb-mick-mulvaney.html?smid=fb-nytimes&smtyp=cur,1/19/18 2:25,3672,254,824,392,19,109,20,193,2936,3
5281959998_10151458868474999,"Pope Francis: ""It is all slander. Is that clear?""",Pope Accuses Sex Abuse Victims in Chile of Slandering Bishop,link,https://www.nytimes.com/2018/01/19/world/americas/pope-sex-abuse-chile.html?smid=fb-nytimes&smtyp=cur,1/19/18 1:31,3056,364,531,394,20,430,31,170,2009,2
5281959998_1969142323303280,A U.S. spy plane photographed what appeared to be an illicit transfer of oil from a ship leased by a Taiwan tuna magnate to a North Korean vessel. https://nyti.ms/2DihTmh,Smuggling Oil to North Korea on the High Seas,video,https://www.facebook.com/nytimes/videos/1969142323303280/,1/18/18 23:55,874,90,117,529,12,166,22,9,134,2
5281959998_10151458235569999,"â€œLittle girls donâ€™t stay little forever,â€ù said one woman who was abused by Dr. Nassar. â€œThey grow into strong women that return to destroy your world.â€ù","McKayla Maroney, Describing Sexual Abuse, Calls Larry Nassar a â€˜Monster of a Human Beingâ€™",link,https://www.nytimes.com/2018/01/18/sports/mckayla-maroney-larry-nassar.html?smid=fb-nytimes&smtyp=cur,1/18/18 21:25,3786,86,155,2855,303,32,2,518,72,4
5281959998_10151458185249999,"Breaking News: With a shutdown looming, the House passed a stopgap bill to keep the government open.","House Passes Short-Term Spending Bill, Setting Up Shutdown Battle in Senate",link,https://www.nytimes.com/2018/01/18/us/politics/government-shutdown-house-vote.html?smid=fb-nytimes&smtyp=cur,1/18/18 19:42,460,131,75,252,7,23,90,11,74,3
5281959998_1969124136638432,"Her husband was an activist, but her son chose to be brave in his own way. Watch more: https://nyti.ms/2EN65Zk",A Mother's Promise: You Can Be Yourself | Conception,video,https://www.facebook.com/nytimes/videos/1969124136638432/,1/18/18 19:25,4013,59,420,2912,1006,20,1,71,2,1
5281959998_10151458097619999,"Hear JosÃ© AndrÃ©s, Danny Meyer and Aaron Silverman, three James Beard Foundation and Michelin Awardâ€“winning chefs and restaurateurs, in conversation with New York Times national food correspondent Kim Severson on the future of restaurants.",TimesTalks: The Future of Restaurants,video,https://www.facebook.com/nytimes/videos/10151458097619999/,1/18/18 18:35,464,159,112,359,92,4,6,0,1,2
5281959998_10151457772159999,"Ian Urbina, an investigative reporter for The New York Times, captured this scene from a ship in Antarctica. Follow him on Instagram to see more from his trip: instagram.com/ian_urbina _Ÿê§ _Ÿ’_",From a Ship in Antarctica,video,https://www.facebook.com/nytimes/videos/10151457772159999/,1/18/18 17:25,7342,669,915,5552,889,582,39,271,8,1
5281959998_10151457876444999,"â€œThe New Jim Crowâ€ù has sold well over a million copies, been cited in legal decisions, and been quoted on stage at the Academy Awards.But for prisoners in 2 states, the book is strictly off-limits.",Why Are American Prisons So Afraid of This Book?,link,https://www.nytimes.com/2018/01/18/us/new-jim-crow-book-ban-prison.html?smid=fb-nytimes&smtyp=cur,1/18/18 16:25,1796,75,885,1351,35,159,5,36,207,3
5281959998_1969092679974911,A sexual-misconduct allegation against the comedian Aziz Ansari adds a new dimension to discussions of dating norms and consent.,Aziz Ansari and the #MeToo Debate,video,https://www.facebook.com/nytimes/videos/1969092679974911/,1/18/18 16:13,1362,306,105,1180,24,45,26,19,67,1
5281959998_10151457784654999,It remains an open question.,How Many Russian Athletes Will Get to Compete in the Winter Olympics?,link,https://www.nytimes.com/2018/01/18/sports/olympics/winter-olympics.html?smid=fb-nytimes&smtyp=cur,1/18/18 15:55,91,24,3,71,6,5,7,0,2,0
5281959998_10151457931474999,"lllustrator James Ransome and writer Carole Boston Weatherford collaborated on their inspirational picture book ""Be a King: Dr. Martin Luther King Jr.'s Dream and You."" James is with The New York Times Books to show us how he illustrated the book, and Carole will talk about the writing process. Comment with your questions, and The New York Times's Maria Russo will ask some.",The New York Times Books,video,https://www.facebook.com/nytbooks/videos/1767413479955818/,1/18/18 15:39,148,8,7,124,21,3,0,0,0,0
5281959998_10151457749419999,â€œDo you think the federal government is out of control?â€ù one woman asked. â€œWe need to wake up. Nothing needs to happen except America needs to have a revolution of the mind.â€ù,Fear of the Federal Government in the Ranchlands of Oregon,link,https://www.nytimes.com/2018/01/18/magazine/fear-of-the-federal-government-in-the-ranchlands-of-oregon.html?smid=fb-nytimes&smtyp=cur,1/18/18 15:25,252,86,32,150,12,9,29,14,38,0
5281959998_10151457819174999,Here are some of the places that caught Amazon.com's eye.,Where Amazon May Build Its New Headquarters,link,https://www.nytimes.com/2018/01/18/technology/cities-amazon-headquarters.html?smid=fb-nytimes&smtyp=cur,1/18/18 15:10,209,31,31,183,12,7,5,1,1,0
5281959998_10151457874499999,Breaking News: The California parents accused of holding captive their 13 children were charged with torture and abuse. They could face a life sentence.,California Parents of 13 Charged With Torture and Abuse,link,https://www.nytimes.com/2018/01/18/us/california-parents-of-13-charged-with-torture-and-abuse.html?smid=fb-nytimes&smtyp=cur,1/18/18 14:51,1782,500,136,1121,19,34,4,164,436,4
5281959998_10151457698409999,"Recounting such a made-for-TV crime could easily have devolved into something grotesque. But ""The Assassination of Gianni Versace: American Crime Story"" has avoided that trap so far.",â€˜The Assassination of Gianni Versace: American Crime Storyâ€™ Season Premiere: Someone Really Special,link,https://www.nytimes.com/2018/01/17/arts/television/the-assassination-of-gianni-versace-american-crime-story-recap-season-premiere.html?smid=fb-nytimes&smtyp=cur,1/18/18 13:55,332,47,22,297,24,4,0,6,1,0
5281959998_10151457721794999,Help us solve The New York Times crossword puzzle. Assistant puzzles editor Sam Ezersky is here with hints and encouragement. Put your guesses in the comments and share this with your friends.,The Crossword,video,https://www.facebook.com/nytimes/videos/10151457721794999/,1/18/18 13:00,393,3514,73,319,49,5,17,0,3,0
5281959998_10151457620879999,The missile was capable of carrying a nuclear weapon and reaching major cities in eastern China.,"India Tests Ballistic Missile, Posing New Threat to China",link,https://www.nytimes.com/2018/01/18/world/asia/india-ballistic-missile-icbm.html?smid=fb-nytimes&smtyp=cur,1/18/18 12:40,532,150,121,328,18,105,39,22,17,3
5281959998_10151457596919999,"Every term ends, Jersey. Thatâ€™s a fact. And after 2 terms, you just canâ€™t come back. So he crossed that big river and came into the city. On stage was Springsteen, in the audience Chris Christie.","On Stage Was Springsteen, in the Audience, Chris Christie",link,https://www.nytimes.com/2018/01/18/nyregion/springsteen-chris-christie-broadway.html?smid=fb-nytimes&smtyp=cur,1/18/18 12:25,403,67,43,275,21,10,92,2,1,2
5281959998_10151457574069999,"â€œHeâ€™s lying and heâ€™s been lying for so long,â€ù Dylan Farrow said of her father, Woody Allen.",Dylan Farrow Accuses Woody Allen of Abuse in TV Interview,link,https://www.nytimes.com/2018/01/18/movies/dylan-farrow-woody-allen.html?smid=fb-nytimes&smtyp=cur,1/18/18 11:10,1250,163,83,813,35,58,5,309,29,1
5281959998_10151457562769999,"Breaking News: NASA said 2017 was the second-warmest year on record. The trend continued even without El NiÃ±o, which helped make 2016 the hottest.",Earthâ€™s Warming Continued in 2017. And That Was Without El NiÃ±o.,link,https://www.nytimes.com/interactive/2018/01/18/climate/hottest-year-2017.html?smid=fb-nytimes&smtyp=cur,1/18/18 10:34,2591,181,1431,1149,10,325,11,991,103,2
5281959998_10151457446579999,"Call us biased, but New York City's tap water is the best in the world. Now, the city has committed $1 billion to keep it that way.",A Billion-Dollar Investment in New Yorkâ€™s Water,link,https://www.nytimes.com/2018/01/18/nyregion/new-york-city-water-filtration.html?smid=fb-nytimes&smtyp=cur,1/18/18 8:40,1555,151,163,1366,125,40,20,1,0,3
5281959998_10151457383184999,"President Donald J. Trump directly contradicted his own chief of staff and said his position on building a wall between the U.S. and Mexico had not ""evolved.""",Trump Denies Changing His Position on Border Wall,link,https://www.nytimes.com/2018/01/18/us/politics/trump-kelly-border-wall.html?smid=fb-nytimes&smtyp=cur,1/18/18 7:13,1080,238,116,267,12,75,639,42,44,1
5281959998_10151457315994999,"""ISIS has one foot in the grave, and by maintaining an American military presence in Syria until the full and complete defeat of ISIS is achieved, it will soon have two,"" Rex Tillerson said.",Tillerson Says U.S. Troops to Stay in Syria Beyond Battle With ISIS,link,https://www.nytimes.com/2018/01/17/world/middleeast/tillerson-troops-syria-islamic-state.html?smid=fb-nytimes&smtyp=cur,1/18/18 6:25,189,83,31,102,11,6,10,8,49,3
5281959998_10151457322964999,"Facebook said its previous investigation had been too narrow, centering on accounts already identified by U.S. intelligence agencies.",Facebook to Take Broader Look at Possible Russian Role in Brexit Vote,link,https://www.nytimes.com/2018/01/17/world/europe/uk-facebook-brexit.html?smid=fb-nytimes&smtyp=cur,1/18/18 5:55,228,42,51,189,8,22,2,1,5,1
5281959998_10151457313859999,The proportion of French plays written and directed by women is low. But these 4 productions show a great diversity of talent.,"Men Dominate French Theater, but Talented Women Abound",link,https://www.nytimes.com/2018/01/18/theater/women-french-theater.html?smid=fb-nytimes&smtyp=cur,1/18/18 5:25,127,11,15,106,12,3,2,0,1,3
5281959998_10151457284204999,Violence has again convulsed the western state of Rakhine in Myanma.,Violence Shakes Myanmarâ€™s Rakhine State During Ethnic Rally,link,https://www.nytimes.com/2018/01/17/world/asia/myanmar-rakhine-violence.html?smid=fb-nytimes&smtyp=cur,1/18/18 4:25,144,8,7,84,9,5,0,37,6,3
5281959998_10151457264679999,"""Figari told some of his victims the indecent acts were part of his mystical powers, yoga exercises, or an energy generating technique,"" investigators found.",Sex Abuse Case Shadows Pope Francisâ€™ Visit to Peru,link,https://www.nytimes.com/2018/01/17/world/americas/pope-peru-figari-solidatum-abuse.html?smid=fb-nytimes&smtyp=cur,1/18/18 3:55,157,15,36,104,6,3,1,9,31,3
5281959998_10151457081094999,He stole some of his boss's most coveted French wines â€” worth more than $1.2 million â€” and sold them.,"Assistant to Goldman Sachs Executive Stole and Sold His Rare Wines, U.S. Says",link,https://www.nytimes.com/2018/01/17/us/rare-wines-stolen-goldman-sachs.html?smid=fb-nytimes&smtyp=cur,1/18/18 0:25,2402,349,233,1161,65,314,830,14,16,2
5281959998_10151457006884999,Inside the CIA mole hunt that led to this week's arrest: Why the authorities gambled and let a suspect return to China 5 years ago.,"Hunting a C.I.A. Mole, Agents Gambled and Let a Suspect Return to China",link,https://www.nytimes.com/2018/01/17/world/asia/jerry-lee-cia-china-mole-hunt-suspect.html?smid=fb-nytimes&smtyp=cur,1/17/18 23:55,362,26,49,280,6,41,2,3,29,1
5281959998_10151457040089999,LeBron James may not be moving to Los Angeles after all.,Marc Stein: 8 Fearless Predictions for the NBA Season,link,https://www.nytimes.com/newsletters/2018/01/17/marc-stein?smid=fb-nytimes&smtyp=cur,1/17/18 23:25,229,19,11,208,7,8,3,2,1,0
5281959998_10151457062204999,â€œItâ€™s like being confined in a prison cell with someone whoâ€™s trying to murder you.â€ù,"Trapped on an Island With Wolves, the Only Way Out for These Caribou Was Up",link,https://www.nytimes.com/2018/01/17/climate/caribou-rescue-helicopter.html?smid=fb-nytimes&smtyp=cur,1/17/18 22:55,811,46,77,584,54,149,3,20,0,1
5281959998_10151456961949999,"His fists clenched and his voice rising, Sen. Cory Booker delivered a 10-minute verbal thrashing to Homeland Security Secretary Kirstjen Nielsen.Not to be outdone, Sen. Kamala Harris also skewered Nielsen, suggesting that Americans could draw a â€œreasonable inferenceâ€ù that she is racist.",Senate Democrats Make Hard Turn Left in Warming Up for 2020 Race,link,https://www.nytimes.com/2018/01/17/us/politics/democrat-senators-presidential-election-left.html?smid=fb-nytimes&smtyp=cur,1/17/18 21:25,18640,777,935,15889,2332,214,114,21,61,9
5281959998_10151456802034999,"What do people from Haiti and African nations have to say about Donald J. Trump's recent comments about their countries? And what does the response from white lawmakers and officials who heard those comments say about politics and race relations in 2018? Join our live conversation with Paul Altidor, Haitiâ€™s ambassador to the United States; Helene Cooper, the New York Times's Pentagon correspondent who was born in Liberia; and Robin DiAngelo, the author of â€œWhite Fragility: Why It's So Hard for White People to Talk About Racism.â€ù NYT writers Rachel Swarns and John Eligon will take your questions and the panel will answer some.Subscribe to the Race/Related newsletter here: nytimes.com/racerelated.",RaceNYT: Trump and Race,video,https://www.facebook.com/nytimes/videos/10151456802034999/,1/17/18 18:01,909,916,267,621,178,15,11,64,19,1
5281959998_10151456670334999,â€œThereâ€™s no explanation for getting denied â€” everybodyâ€™s getting denied.â€ù,"â€˜Your Visa Is Approved,â€™ They Were Told. And Then It Wasnâ€™t.",link,https://www.nytimes.com/2018/01/17/nyregion/immigrants-visa-yemen.html?smid=fb-nytimes&smtyp=cur,1/17/18 17:25,976,49,108,303,11,29,2,154,474,3
5281959998_10151456430734999,It was the darkest December in Moscow since the city began recording the data.,Moscow Got 6 Minutes of Sunlight in December,link,https://www.nytimes.com/2018/01/17/world/europe/moscow-darkness-sunlight.html?smid=fb-nytimes&smtyp=cur,1/17/18 13:40,5366,615,827,2936,45,1997,252,127,3,6
5281959998_10151456439744999,"Steve Bannon will be interviewed by special counsel investigators instead of testifying before a grand jury. This is a sign that he is cooperating with the Russia inquiry.",Bannon Agrees to Cooperate With Mueller Inquiry,link,https://www.nytimes.com/2018/01/17/us/politics/steve-bannon-mueller-special-counsel-investigation-interview.html?smid=fb-nytimes&smtyp=cur,1/17/18 13:25,2791,245,430,2208,186,107,282,1,2,5
5281959998_10151456314599999,"â€œIf this were a disease of wealthy kids in Brookline, Mass., and Bethesda, Md., and Westchester, N.Y., weâ€™d be all over it.â€ù",The Parasite on the Playground,link,https://www.nytimes.com/2018/01/16/health/toxocara-children-new-york-playgrounds.html?smid=fb-nytimes&smtyp=cur,1/17/18 12:25,704,38,250,321,9,235,1,117,21,0
5281959998_10151456074754999,"""The phenomenon of female anger has often been turned against itself, the figure of the angry woman reframed as threat â€” not the one who has been harmed, but the one bent on harming.""",I Used to Insist I Didnâ€™t Get Angry. Not Anymore.,link,https://www.nytimes.com/2018/01/17/magazine/i-used-to-insist-i-didnt-get-angry-not-anymore.html?smid=fb-nytimes&smtyp=cur,1/17/18 7:55,984,41,245,870,98,6,7,3,0,0
5281959998_10151455755204999,"""It is just to ask for forgiveness and to support victims with as much strength as possible, even as we take steps to ensure that this never happens again,"" the pope said.","In Chile, Pope Francis Apologizes for â€˜Irreparable Damageâ€™ Caused by Sexual Abuse",link,https://www.nytimes.com/2018/01/16/world/americas/pope-francis-chile-sexual-abuse.html?smid=fb-nytimes&smtyp=cur,1/17/18 4:25,467,70,62,377,30,23,5,14,14,4
