status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
5281959998_10151470699824999,"Under the new espionage law, anything deemed classified by the government â€” even a lunch menu â€” would be seen as ""inherently harmful information.""",How Australiaâ€™s Espionage Laws Could Silence Whistle-Blowers and Activists,link,https://www.nytimes.com/2018/01/30/world/australia/australia-espionage-law.html?smid=fb-nytimes&smtyp=cur,1/30/18 2:25,205,13,42,84,6,24,2,13,76,0
5281959998_10151470686189999,Pediatric and mental health experts call on Facebook to kill its new messaging app for kids.,"Turn Off Messenger Kids, Health Experts Plead to Facebook",link,https://www.nytimes.com/2018/01/30/technology/messenger-kids-facebook-letter.html?smid=fb-nytimes&smtyp=cur,1/30/18 1:55,681,84,145,616,27,25,4,4,3,2
5281959998_10151470563969999,"â€œWeâ€™ve never seen anything quite like this, with the number of crime scenes that we have to process,"" a homicide detective said.","Toronto Landscaper Killed at Least 5 Men, Police Say",link,https://www.nytimes.com/2018/01/29/world/canada/toronto-gay-village-serial-killer.html?smid=fb-nytimes&smtyp=cur,1/30/18 1:25,478,35,49,239,7,117,2,92,19,2
5281959998_10151470490104999,"In 1904, a photographer lent a camera to a divorced single mother, saying that sheâ€™d â€œnever make the grade.â€ù One year later, he viewed her as his competitor and took back his equipment. She went on to make more than a million images.","Single Mother, Pioneering Photographer: the Remarkable Life of Bayard Wootten",link,https://lens.blogs.nytimes.com/2018/01/29/single-mother-pioneering-photographer-the-remarkable-life-of-bayard-wootten/?smid=fb-nytimes&smtyp=cur,1/30/18 0:55,2620,48,771,2193,312,108,2,1,0,4
5281959998_10151470537284999,The vote was 51 to 46 and it fell mostly along party lines.,Senate Rejects Measure to Ban Abortion After 20 Weeks of Pregnancy,link,https://www.nytimes.com/2018/01/29/us/politics/senate-abortion-ban-20-weeks.html?smid=fb-nytimes&smtyp=cur,1/30/18 0:25,4317,191,147,3643,506,27,15,27,95,4
5281959998_10151470156764999,"President Donald J. Trump is correct that Arctic sea ice levels are setting records â€” but for loss, not gain.",Trump Says Climate Is Both â€˜Coolingâ€™ and â€˜Heating.â€™ Heâ€™s Only Half Right.,link,https://www.nytimes.com/2018/01/29/climate/trump-climate-change.html?smid=fb-nytimes&smtyp=cur,1/29/18 23:55,1178,268,196,396,10,61,481,41,184,5
5281959998_10151470488279999,All Iranian women are obliged to wear the Islamic veil. Now some are fed up and are taking them off in protest.,"Tired of Their Veils, Some Iranian Women Stage Rare Protests",link,https://www.nytimes.com/2018/01/29/world/middleeast/head-scarf-protests-iran-women.html?smid=fb-nytimes&smtyp=cur,1/29/18 23:25,1885,91,165,1617,204,38,15,1,4,6
5281959998_10151470497304999,"From The New York Times Opinion Section: ""Why did I feel that I needed to be knocked out while recovering from surgery?""","Opinion | After Surgery in Germany, I Wanted Vicodin, Not Herbal Tea",link,https://www.nytimes.com/2018/01/27/opinion/sunday/surgery-germany-vicodin.html?smid=fb-nytimes&smtyp=cur,1/29/18 22:55,2425,277,756,2114,202,60,30,5,10,4
5281959998_10151470545744999,Tickets issued to lawmakersâ€™ spouses and guests contained a glaring typo: â€œState of the Uniom.â€ù,The State of the Union Is â€_ Misspelled,link,https://www.nytimes.com/2018/01/29/us/politics/state-union-ticket-typo.html?smid=fb-nytimes&smtyp=cur,1/29/18 22:25,10808,1648,1792,2688,100,591,7151,191,80,7
5281959998_10151470491939999,"Get ready for a lunar eclipse, a blue moon and a supermoon all at the same time. Here's what you need to know.",Watch the Super Blood Blue Moon Before You Go to Work on Wednesday,link,https://www.nytimes.com/2018/01/29/science/super-blood-blue-moon-eclipse.html?smid=fb-nytimes&smtyp=cur,1/29/18 21:55,6621,299,2990,5899,440,266,9,2,2,3
5281959998_10151470474299999,"From The New York Times Opinion Section: ""When Matt Lauer subjected Hillary Clinton to a harsh interview, it was common knowledge that it was evidence of misogyny. But when Nikki Haley is smeared with the most base, sexist lie, itâ€™s met with little more than a collective shrug.""",Opinion | The Slut-Shaming of Nikki Haley,link,https://www.nytimes.com/2018/01/29/opinion/nikki-haley-slutshaming-clinton-grammys.html?smid=fb-nytimes&smtyp=cur,1/29/18 21:25,3403,1121,507,2342,46,82,340,134,456,3
5281959998_10151470322569999,"Have you ever dealt with an impostor account on Twitter, Facebook or Instagram? Times reporters would like to hear from you.",Have You Been a Victim of Social Media Identity Theft?,link,https://www.nytimes.com/interactive/2018/01/29/technology/social-media-identity-theft-victim.html?smid=fb-nytimes&smtyp=cur,1/29/18 20:55,114,66,64,94,3,4,7,0,4,2
5281959998_10151470454209999,The growing evidence has taken heart researchers aback. A cardiologist calls CHIP the most important discovery in cardiology since statins.,Scientists Discover a Bone-Deep Risk for Heart Disease,link,https://www.nytimes.com/2018/01/29/health/heart-disease-mutations-stem-cells.html?smid=fb-nytimes&smtyp=cur,1/29/18 20:25,2744,95,1324,1882,33,809,4,15,0,1
5281959998_10151470308074999,It was a 9-year low for Grammy Awards ratings.,Ratings for Grammy Awards Drop 24 Percent,link,https://www.nytimes.com/2018/01/29/business/media/grammy-awards-ratings.html?smid=fb-nytimes&smtyp=cur,1/29/18 19:55,1082,641,108,647,49,64,299,16,7,0
5281959998_10151470214079999,Their military journeys began at the United States Naval Academy. Now they're on a mission to win seats in Congress.,From Annapolis to Congress? These Three Women Know Tough Missions,link,https://www.nytimes.com/2018/01/29/us/politics/women-annapolis-democrats-congress-trump.html?smid=fb-nytimes&smtyp=cur,1/29/18 19:25,7905,139,1181,6950,865,83,1,0,2,4
5281959998_10151470323294999,"Reports of a payoff to Stormy Daniels blindsided Melania Trump, who was furious with her husband, according to 2 people close to the couple. She has kept a low profile since.","Melania Trump, Out of Sight Since Report of Husbandâ€™s Infidelity, to Attend State of the Union",link,https://www.nytimes.com/2018/01/29/us/politics/melania-trump-state-of-the-union.html?smid=fb-nytimes&smtyp=cur,1/29/18 18:55,7271,2005,1221,3985,72,532,2265,363,49,5
5281959998_10151470337379999,Breaking News: Republicans on a House panel voted to release a secret memo said to accuse the FBI of misusing its authority in the Russia inquiry.,House Republicans Vote to Release Secret Memo on Russia Probe,link,https://www.nytimes.com/2018/01/29/us/politics/release-the-memo-vote-house-intelligence-republicans.html?smid=fb-nytimes&smtyp=cur,1/29/18 18:27,3623,1129,653,855,56,167,400,68,2076,1
5281959998_10151470254329999,Spend or save? Are you a parent planning for retirement? We want to hear from you.,Is Retirement for You or Your Kids?,link,https://www.nytimes.com/interactive/2018/01/29/us/Retirement-callout29.html?smid=fb-nytimes&smtyp=cur,1/29/18 18:10,110,24,23,84,12,2,9,0,0,3
5281959998_10151470120724999,"Despite being surrounded by water, Jamaica has never won an Olympic medal for an aquatic sport. A band of 5 girls is trying to reach their Olympic dreams.",Jamaica Has Never Had Olympic Synchronized Swimmers. These Girls Want to Change That.,link,https://www.nytimes.com/2018/01/29/travel/jamaica-girls-synchronised-swimming-olympics.html?smid=fb-nytimes&smtyp=cur,1/29/18 17:55,648,22,124,549,90,6,0,0,0,3
5281959998_10151470218649999,His retirement puts another congressional seat in play and deals a blow to New Jerseyâ€™s clout in Washington.,"Rodney Frelinghuysen, Powerful House Republican, Announces He Will Not Seek Re-Election",link,https://www.nytimes.com/2018/01/29/nyregion/frelinghuysen-house-republican-retiring.html?smid=fb-nytimes&smtyp=cur,1/29/18 17:40,1196,121,105,924,117,29,122,1,0,3
5281959998_10151470182024999,The #MeToo movement has made its way to Canada's Parliament.,"In Canada, a â€˜Perfect Stormâ€™ for a #MeToo Reckoning",link,https://www.nytimes.com/2018/01/29/world/canada/metoo-sexual-harassment.html?smid=fb-nytimes&smtyp=cur,1/29/18 17:25,282,30,41,231,33,7,7,0,1,3
5281959998_10151469947894999,"""Very tasty and a great return on a relatively small amount of effort"" â€” a reader",Herbed White Bean and Sausage Stew Recipe,link,https://cooking.nytimes.com/recipes/1013327-herbed-white-bean-and-sausage-stew?smid=fb-nytimes&smtyp=cur,1/29/18 16:55,623,45,344,560,44,13,2,0,1,3
5281959998_1756192581086940,Jamaica has never had Olympic synchronized swimmers. These girls want to change that. http://nyti.ms/2DIpcUh,Meet the Girl Squad That Makes Up the Island Aquatics Synchro Club,video,https://www.facebook.com/nytimes/videos/1756192581086940/,1/29/18 16:30,715,27,40,635,75,3,0,0,1,1
5281959998_10151470243369999,"Breaking News: The FBI chief, Christopher Wray, put pressure on his deputy director to step aside after months of criticism from President Trump.",Andrew McCabe Steps Down as F.B.I. Deputy Director Under Pressure,link,https://www.nytimes.com/2018/01/29/us/politics/andrew-mccabe-fbi.html?smid=fb-nytimes&smtyp=cur,1/29/18 16:27,2628,376,410,450,17,269,19,141,1729,3
5281959998_10151470103744999,North Korea blamed â€œinsultingâ€ù South Korean news coverage for the cancellation.,"North Korea Cancels Pre-Olympic Event, Blaming South Korean Media",link,https://www.nytimes.com/2018/01/29/world/asia/koreas-olympics-culture.html?smid=fb-nytimes&smtyp=cur,1/29/18 16:25,175,46,20,85,15,30,28,9,7,1
5281959998_10151470232814999,"Marc Stein reports: The veteran forward Joakim Noah was granted time away from the New York Knicks after at least one heated argument with Coach Jeff Hornacek, according to two people with knowledge of the dispute.",Argument with Hornacek Led to Noahâ€™s Leave From Knicks,link,https://www.nytimes.com/2018/01/29/sports/basketball/joakim-noah-knicks.html?smid=fb-nytimes&smtyp=cur,1/29/18 16:14,73,14,5,50,12,3,5,0,2,1
5281959998_1974183906132455,Hereâ€™s how New Yorkâ€™s trains went from state of the art... to state of emergency.,Your Train Is Delayed. Why?,video,https://www.facebook.com/nytimes/videos/1974183906132455/,1/29/18 16:07,1642,160,721,1384,30,134,15,57,21,1
5281959998_10151470116349999,"â€œBodak Yellow,â€ù â€œBlack Beatlesâ€ù and â€œBad and Boujeeâ€ù all topped the Hot 100 for multiple weeks. But you wouldn't know that had you watched the Grammys, our pop music critic writes.","Pop Keeps Changing. And the Grammys Turn a Deaf Ear, Again.",link,https://www.nytimes.com/2018/01/29/arts/music/grammy-awards-hip-hop-jay-z-cardi-b-lorde.html?smid=fb-nytimes&smtyp=cur,1/29/18 15:55,927,127,74,819,44,2,11,35,14,2
5281959998_10151470134544999,"â€œYou cannot provide security in the capital, so how can you secure the provinces?â€ù","As Afghan Attacks Intensify, So Does Anger at Countryâ€™s Leaders",link,https://www.nytimes.com/2018/01/29/world/asia/afghanistan-attacks-leadership.html?smid=fb-nytimes&smtyp=cur,1/29/18 15:40,174,29,31,115,14,5,2,31,5,2
5281959998_10151470062504999,From The New York Times Opinion Section: The economy is strong. Give President Donald J. Trump some credit.,Opinion | Itâ€™s Trumpâ€™s Economy Now,link,https://www.nytimes.com/2018/01/28/opinion/trump-economy-credit.html?smid=fb-nytimes&smtyp=cur,1/29/18 15:25,610,410,58,259,26,9,221,3,88,4
5281959998_10151470052509999,"The idea that preventive care can lower health care costs is widely appealing. Unfortunately, it's also untrue.","Preventive Care Saves Money? Sorry, Itâ€™s Too Good to Be True",link,https://www.nytimes.com/2018/01/29/upshot/preventive-health-care-costs.html?smid=fb-nytimes&smtyp=cur,1/29/18 14:55,368,62,108,290,17,21,4,28,8,0
5281959998_10151470005074999,"""It was an unmistakable visual statement of solidarity, written in style,"" Vanessa Friedman writes in The New York Times Styles.","At the Grammy Awards, White Roses Paled in Comparison to Kesha Rose",link,https://www.nytimes.com/2018/01/29/fashion/grammy-awards-white-roses-kesha-fashion-review.html?smid=fb-nytimes&smtyp=cur,1/29/18 14:25,1326,63,33,1107,195,4,17,1,2,0
5281959998_10151469886589999,"See what Cardi B, Camila Cabello, SZA and others wore to the Grammys.","Grammys 2018 Red Carpet: Cardi B, Childish Gambino, Pink and More",link,https://www.nytimes.com/slideshow/2018/01/28/fashion/grammys-red-carpet/s/28GRAMMY-REDCARPET30.html?smid=fb-nytimes&smtyp=cur,1/29/18 13:55,145,37,11,121,14,3,7,0,0,0
5281959998_10151470028284999,Service members using a popular fitness app to upload their workouts may be unwittingly revealing the locations of military bases.,"Strava Fitness App Can Reveal Military Sites, Analysts Say",link,https://www.nytimes.com/2018/01/29/world/middleeast/strava-heat-map.html?smid=fb-nytimes&smtyp=cur,1/29/18 13:39,456,69,144,206,12,119,95,7,16,1
5281959998_10151469967484999,"Audience members kept asking why women played nothing but princesses. Medieval Times Dinner & Tournament responded by replacing all of its kings with queens.","Medieval Times Goes Modern, Replacing Its Kings With Queens",link,https://www.nytimes.com/2018/01/29/dining/medieval-times-queen.html?smid=fb-nytimes&smtyp=cur,1/29/18 13:25,5044,372,498,4190,703,46,86,7,8,4
5281959998_10151470004339999,"Join us at Steinway & Sons to hear the pianist Stephen Hough play and discuss the music of Debussy ahead of the 100-year anniversary of the composer's death. Leave your questions for Stephen in the comments, and The New York Times reporter Josh Barone will ask some.Editor's note: About six and a half minutes in, our equipment malfunctioned. We apologize for any disruptions it caused.",,video,https://www.facebook.com/nytimes/videos/10151470004339999/,1/29/18 13:11,1728,640,405,1036,642,19,17,4,8,2
5281959998_10151469977099999,The Cleveland Indians will stop using the Chief Wahoo logo next year. It is widely considered racist.,Indians Will Abandon Chief Wahoo Logo Next Year,link,https://www.nytimes.com/2018/01/29/sports/baseball/cleveland-indians-chief-wahoo-logo.html?smid=fb-nytimes&smtyp=cur,1/29/18 12:47,22565,1330,3559,18989,2683,406,80,183,218,6
5281959998_10151469938769999,Years of scolding from health experts about a good nightâ€™s rest may be breaking through.,Weâ€™re Getting More Sleep. A Whole 18 Minutes. Itâ€™s Not Enough.,link,https://www.nytimes.com/2018/01/29/science/sleep-study.html?smid=fb-nytimes&smtyp=cur,1/29/18 12:25,209,11,44,183,9,2,4,10,0,1
5281959998_1974090416141804,"The National's â€œSleep Well Beastâ€ù was named best alternative music album at the Grammys on Sunday night. Our VR experience takes you to one of their best performances: http://nyti.ms/2BAPPsu",The National: Something Out of Nothing,video,https://www.facebook.com/nytimes/videos/1974090416141804/,1/29/18 12:09,1249,150,157,994,239,11,4,0,1,0
5281959998_10151469925259999,"""I was a zealot. I didnâ€™t believe in weekends. I didnâ€™t believe in vacations. I knew everybodyâ€™s license plate so I knew when they were coming and going. That was my life: doing great software,"" Bill Gates said of his 20s, when he was single-mindedly building Microsoft.",The Mind Meld of Bill Gates and Steven Pinker,link,https://www.nytimes.com/2018/01/27/business/mind-meld-bill-gates-steven-pinker.html?smid=fb-nytimes&smtyp=cur,1/29/18 11:55,694,37,147,606,39,38,6,1,2,2
5281959998_10151469911734999,"Best: Kendrick Lamar's electric performance, Keshaâ€™s #MeToo momentWorst: ""Subway karaoke,"" shutouts (""Despacito,"" JAY-Z, Lorde, Cardi B, SZA)",The Best and Worst of the Grammys,link,https://www.nytimes.com/2018/01/29/arts/music/grammy-awards-best-worst-performances.html?smid=fb-nytimes&smtyp=cur,1/29/18 11:29,224,28,23,198,15,3,6,1,0,1
5281959998_10151469859579999,"A 3-year-old crushed by a loader being driven by his 5-year-old brother. A 6-year-old boy run over and killed when he fell from the bucket at the front of a skid steer. A 10-year-old boy run over by a tractor driven by his 9-year-old sister.","5-Year-Olds Work Farm Machinery, and Injuries Follow",link,https://www.nytimes.com/2018/01/29/us/family-farms-child-workers.html?smid=fb-nytimes&smtyp=cur,1/29/18 10:55,924,145,175,225,7,70,2,417,203,0
5281959998_10151469882019999,"â€œIt seemed like every creep in Hollywood knew about my most vulnerable and violated moment,â€ù Rose McGowan writes in her memoir. â€œAnd I was the one who was punished for it.â€ù","In â€˜Brave,â€™ Rose McGowan Exposes Hollywood Exploitation",link,https://www.nytimes.com/2018/01/29/books/review/brave-rose-mcgowan.html?smid=fb-nytimes&smtyp=cur,1/29/18 10:42,522,52,42,336,33,9,6,127,9,2
5281959998_10151469845839999,"""That's All, Brother,"" a warplane that led Allied aircraft into France on D-Day, sat for years at a bone yard in Wisconsin.",A D-Day Warplane Lost for Years Is About to Fly Again,link,https://www.nytimes.com/2018/01/29/us/d-day-plane-c-47.html?smid=fb-nytimes&smtyp=cur,1/29/18 10:25,730,46,161,614,72,39,1,1,2,1
5281959998_10151469725694999,"From The New York Times Opinion Section: ""We now see Donald J. Trump trying to portray an air of confidence and control, but being betrayed at every turn by his own actions, which reveal a panicked man looking to purge anyone conducting an honest investigation.""",Opinion | Trump Repeats Nixonâ€™s Fateful Panic,link,https://www.nytimes.com/2018/01/28/opinion/trump-nixon-defenders.html?smid=fb-nytimes&smtyp=cur,1/29/18 9:55,4590,309,1201,3846,158,108,378,46,50,4
5281959998_10151469733609999,"When people cut back on a particular nutrient, they usually replace it with something else. Unfortunately, in many cases, saturated fats gave way to refined carbohydrates and sugars.","Good Fats, Bad Fats",link,https://www.nytimes.com/2018/01/29/well/good-fats-bad-fats.html?smid=fb-nytimes&smtyp=cur,1/29/18 9:25,304,27,98,282,6,4,0,11,0,1
5281959998_10151469830089999,A nearby subway is good for property values. Governor Andrew Cuomo wants building owners to help pay for new MTA projects in their neighborhood.,The Subway Is Next Door. Should New Yorkers Pay Extra for That?,link,https://www.nytimes.com/2018/01/29/nyregion/subway-real-estate-nyc.html?smid=fb-nytimes&smtyp=cur,1/29/18 9:16,217,51,27,172,3,14,20,2,5,1
5281959998_10151469713574999,"In recent years, Andreas Gursky has set out to test the boundaries of photography by composing works almost entirely in the studio.",Andreas Gursky Is Taking Photos of Things That Do Not Exist,link,https://www.nytimes.com/2018/01/29/arts/andreas-gursky-is-taking-photos-of-things-that-do-not-exist.html?smid=fb-nytimes&smtyp=cur,1/29/18 8:55,177,10,37,165,6,3,1,1,0,1
5281959998_10151469702589999,"The experiments involved exposing monkeys to exhaust from a late-model diesel Volkswagen, while another group was exposed to exhaust from an older Ford diesel pickup.",German Carmakers Criticized for Emissions Research on Monkeys,link,https://www.nytimes.com/2018/01/28/business/german-carmakers-diesel-monkeys.html?smid=fb-nytimes&smtyp=cur,1/29/18 8:25,529,98,87,157,7,53,6,29,276,1
5281959998_10151469686489999,"Minnesota has a dress code for voting. The idea, the state says, is to create a safe space for democracy.",When a T-Shirt Gets You in Trouble at the Voting Booth,link,https://www.nytimes.com/2018/01/29/us/politics/supreme-court-voting-first-amendment.html?smid=fb-nytimes&smtyp=cur,1/29/18 7:55,871,183,125,262,14,164,43,12,376,0
5281959998_10151469701079999,"From The New York Times Opinion Section: ""The evidence is now quite strong that Donald J. Trump committed obstruction of justice.""",Opinion | An Article of Impeachment Against Donald J. Trump,link,https://www.nytimes.com/2018/01/28/opinion/impeachment-donald-trump.html?smid=fb-nytimes&smtyp=cur,1/29/18 7:25,7364,478,1205,6399,534,118,215,31,63,4
5281959998_10151469673109999,"As the Donald J. Trump administration clamps down on immigration, some asylum seekers are fleeing to Canada. But is it the promised land that they had hoped for?",Listen to â€˜The Dailyâ€™: Testing Canadaâ€™s Welcome,link,https://www.nytimes.com/2018/01/29/podcasts/the-daily/canada-immigration-asylum.html?smid=fb-nytimes&smtyp=cur,1/29/18 6:55,139,22,22,116,9,5,3,4,0,2
5281959998_10151469672154999,"""I don't think there's a need for legislation right now to protect Mueller,"" said Representative Kevin McCarthy of California, the House majority leader.",Republicans Show Little Urgency on Legislation to Protect Mueller,link,https://www.nytimes.com/2018/01/28/us/politics/republicans-mueller-special-counsel-legislation.html?smid=fb-nytimes&smtyp=cur,1/29/18 6:25,1075,264,136,208,8,60,24,28,744,3
5281959998_10151469660584999,A highly contentious Republican memo reveals that Rod Rosenstein approved an application to extend surveillance of a former Trump campaign associate shortly after taking office last spring.,Secret Memo Hints at a New Republican Target: Rod Rosenstein,link,https://www.nytimes.com/2018/01/28/us/politics/rod-rosenstein-carter-page-secret-memo.html?smid=fb-nytimes&smtyp=cur,1/29/18 6:25,808,201,167,344,8,88,23,16,327,2
5281959998_10151469663269999,"Russia has once again been banned from the Paralympics over the doping scandal, though some athletes may compete as individuals.","Russia Is Banned From Paralympics, Again, for Doping",link,https://www.nytimes.com/2018/01/29/sports/paralympics-russia-doping.html?smid=fb-nytimes&smtyp=cur,1/29/18 5:52,678,62,147,432,12,66,139,15,13,1
5281959998_10151469468959999,"Hillary Clinton made an unexpected cameo at the Grammy Awards on Sunday, reading an excerpt from ""Fire and Fury,â€ù a book about chaos inside the Trump administration.",Hillary Clinton's Grammy's Cameo,video,https://www.facebook.com/nytimes/videos/10151469468959999/,1/29/18 5:40,8563,1131,578,5083,1538,16,1791,15,114,6
5281959998_10151469649259999,"The climber, pictured, is said to have had acute mountain sickness, as well as snow blindness and frostbite. His partner continued down the mountain alone and called for help from a satellite phone.","Climber Rescued on Pakistanâ€™s â€˜Killer Mountain,â€™ but Another Is in Peril",link,https://www.nytimes.com/2018/01/28/world/asia/pakistan-killer-mountain-nanga-parbat.html?smid=fb-nytimes&smtyp=cur,1/29/18 5:29,551,77,65,343,22,18,2,161,5,0
5281959998_10151469643789999,"Sauli Niinisto, who captured over 60% of the vote, has laid out a cautious vision for his next term.","Finlandâ€™s President Elected to 2nd Term, Avoiding a Runoff",link,https://www.nytimes.com/2018/01/28/world/europe/finland-election-sauli-niinisto.html?smid=fb-nytimes&smtyp=cur,1/29/18 5:06,179,11,14,159,16,1,1,1,0,1
5281959998_10151469604439999,"If confirmed, it would be the first case of a suicide attack by the Kurds against Turkeyâ€™s forces in Syria since its ground troops crossed the border earlier this month.",Female Kurdish Fighter Kills Turkish Troops in Likely Suicide Bombing in Syria,link,https://www.nytimes.com/2018/01/28/world/middleeast/kurds-female-suicide-bomber-syria.html?smid=fb-nytimes&smtyp=cur,1/29/18 4:25,567,127,74,343,23,56,5,127,11,2
5281959998_10151469589164999,The #MeToo movement looks like a big money-making opportunity in a quiet corner of Wall Street.,How the Finance Industry Is Trying to Cash In on #MeToo,link,https://www.nytimes.com/2018/01/28/business/metoo-finance-lawsuits-harassment.html?smid=fb-nytimes&smtyp=cur,1/29/18 3:55,147,20,30,81,4,11,6,3,40,2
5281959998_10151469577964999,One of his photos was sold for $4.3 million at an auction.,Andreas Gursky Is Taking Photos of Things That Do Not Exist,link,https://www.nytimes.com/2018/01/29/arts/andreas-gursky-is-taking-photos-of-things-that-do-not-exist.html?smid=fb-nytimes&smtyp=cur,1/29/18 3:25,447,22,89,392,23,25,3,0,1,3
5281959998_10151469557469999,Why young people in South Korea aren't that interested in reunifying with the North.,"Olympic Dreams of a United Korea? Many in South Say, â€˜No, Thanksâ€™",link,http://nyti.ms/2nkUI3M,1/29/18 2:55,252,23,46,219,13,5,5,10,0,0
5281959998_10151469466209999,"At the Grammys, Janelle MonÃ¡e delivered a message from women in the music industry: â€œWe come in peace, but we mean business.""Here's a transcript of her remarks: http://nyti.ms/2DKTeuM",Janelle MonÃ¡e Brings a â€˜Timeâ€™s Upâ€™ Message to the Grammy Awards,video,https://www.facebook.com/nytimes/videos/10151469466209999/,1/29/18 1:10,2165,109,99,1758,383,2,17,3,1,1
5281959998_10151465891739999,"Before same-sex marriage was legalized, some gay men and women considered weddings to be the ultimate celebration of heterosexuality itself.",When Gay People Dreaded an Invitation to Straight Weddings,link,https://www.nytimes.com/2018/01/25/style/gay-invitations-straight-weddings.html?smid=fb-nytimes&smtyp=cur,1/28/18 23:25,398,78,39,309,31,3,37,15,2,1
5281959998_10151469461019999,"Bruno Mars won album of the year for â€œ24K Magicâ€ù at the Grammys, while women of the music industry came together for a #MeToo moment that included an emotional Kesha performance.",Grammys Awards 2018: Bruno Mars Wins Album of the Year for â€™24K Magicâ€™,link,https://www.nytimes.com/2018/01/28/arts/music/grammy-awards.html?smid=fb-nytimes&smtyp=cur,1/28/18 23:08,702,52,52,568,89,8,7,3,25,2
5281959998_10151467327224999,Are there universals in music that cut across cultures? Scientists are trying to find out.,Can You Tell a Lullaby from a Love Song? Listen and Find Out,link,https://www.nytimes.com/interactive/2018/01/25/arts/music/history-of-song.html?smid=fb-nytimes&smtyp=cur,1/28/18 21:55,173,9,81,150,15,6,0,0,0,2
5281959998_10151469387369999,"Not wanting to be left out of the current wave of award show activism, the music industry has put a symbolic twist on the boutonniere.",The White Rose Makes Its Grammys Debut in Support of #MeToo,link,https://www.nytimes.com/2018/01/28/arts/music/grammys-white-rose-metoo.html?smid=fb-nytimes&smtyp=cur,1/28/18 21:25,817,26,54,704,94,5,12,0,0,2
5281959998_10151467026274999,"A great dish for feeding a crowd that also reheats beautifully, so itâ€™s worth making the entire batch.",Baked Rice With Chicken and Mushrooms Recipe,link,https://cooking.nytimes.com/recipes/1018545-baked-rice-with-chicken-and-mushrooms?smid=fb-nytimes&smtyp=cur,1/28/18 20:25,1389,75,655,1302,72,14,0,0,0,1
5281959998_10151469314334999,"A number of musicians and celebrities wore white roses on the Recording Academy / GRAMMYs red carpet in a nod to the MeToo movement, including Lady Gaga and Cardi B.","Grammys 2018 Red Carpet: Cardi B, Childish Gambino, Pink and More",link,https://www.nytimes.com/slideshow/2018/01/28/fashion/grammys-red-carpet.html?smid=fb-nytimes&smtyp=cur,1/28/18 18:50,583,44,31,489,80,6,5,0,1,2
5281959998_10151467287154999,"Bruno Mars is nominated for 6 Grammys. Meet the guys who helped give ""24K Magic"" its bounce.","Meet the Stereotypes, the Guys Who Help Give Bruno Mars His Bounce",link,https://www.nytimes.com/2018/01/24/arts/music/stereotypes-bruno-mars-grammy-awards.html?smid=fb-nytimes&smtyp=cur,1/28/18 18:25,748,21,58,669,68,8,0,1,1,1
5281959998_10151469120954999,"Best known for his TV roles on â€œHappy Endingsâ€ù and â€œThe Mindy Project,â€ù Adam Pally is jumping into theater.","Adam Pally Is Very, Very Nervous",link,https://www.nytimes.com/2018/01/26/theater/adam-pally-cardinal-the-mindy-project.html?smid=fb-nytimes&smtyp=cur,1/28/18 17:25,202,17,5,174,24,4,0,0,0,0
5281959998_10151469213519999,"In wake of sexual misconduct allegations against Chuck Close, museums wrestle with separating the art from the artist.",Chuck Close Is Out at the National Gallery of Art. Is Picasso Next?,link,https://www.nytimes.com/2018/01/28/arts/design/chuck-close-exhibit-harassment-accusations.html?smid=fb-nytimes&smtyp=cur,1/28/18 16:40,829,297,348,508,23,174,50,38,34,2
5281959998_10151469089114999,"The Humanity Star has been called a disco ball, a Dungeons and Dragons die, and space graffiti. Some astronomers are not pleased.",Is This Shiny Satellite Sky Art or â€˜Space Graffitiâ€™?,link,https://www.nytimes.com/2018/01/28/science/rocket-lab-humanity-star.html?smid=fb-nytimes&smtyp=cur,1/28/18 15:55,215,44,24,153,21,4,7,2,28,0
5281959998_10151469085829999,"From The New York Times Opinion Section: ""The problem with this seemingly harmless question is that such an interrogation demonstrates how white people can understand or digest people of color only through their own criteria.""",Opinion | Why Do You Say Youâ€™re Black?,link,https://www.nytimes.com/2018/01/27/opinion/sunday/why-do-you-say-youre-black.html?smid=fb-nytimes&smtyp=cur,1/28/18 15:25,362,52,65,296,44,16,1,4,0,1
5281959998_10151468980934999,"Were they really discussing meatballs â€” seared, simmered and sauced â€” or was â€œmeatballsâ€ù a code word for something shady?",Testimony in Corruption Case Hinges on the Meaning of â€˜Meatballsâ€™,link,https://www.nytimes.com/2018/01/27/us/meatballs-allentown-pawlowski-trial.html?smid=fb-nytimes&smtyp=cur,1/28/18 11:55,259,58,90,169,5,22,56,1,2,4
5281959998_10151469007719999,This has been one of the most remarkable late-career runs in any sport's history. _Ÿêê,Roger Federer Wins the Australian Open for His 20th Grand Slam Title,link,https://www.nytimes.com/2018/01/28/sports/tennis/australian-open-roger-federer-marin-cilic.html?smid=fb-nytimes&smtyp=cur,1/28/18 11:39,11570,154,637,9893,1340,317,13,2,4,1
5281959998_10151465915059999,What do the kids call the grandparents in your family?,Grandude? G-dawg? Nonny? Boomers Name Themselves,link,https://www.nytimes.com/2018/01/25/well/family/grandparent-names-baby-boomers.html?smid=fb-nytimes&smtyp=cur,1/28/18 7:25,665,548,340,520,39,3,97,1,0,5
